post_id,url,post_date,post_type,is_urgent,seller_type,property_type,project_name,price,price_per_m2,area,area_used,floors,bedrooms,bathrooms,frontage,acces_road,house_direction,balcony_direction,floors_apartment,year_built,address_full,street,ward,district,city,legal_status,furniture_state,has_garage,has_pool,has_elevator,has_security,has_parking,management_fee,has_swimming_pool,has_gym,has_supermarket,building_density,crawled_at,source
,https://mogi.vn/quan-2/mua-can-ho-chung-cu/ban-can-ho-chung-cu-gia-cuc-chat-tai-one-verandah-mapletree-6-5-ty-vn-id22645026,,,,,"Bán Căn Hộ Chung Cư GIÁ CỰC CHẤT TẠI ONE VERANDAH MAPLETREE, 6,5 TỶ VN - Mogi.vn",,6500,81.25,80,,,2,2,,,,,,,"Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",,Phường Thạnh Mỹ Lợi,Quận 2 (TP. Thủ Đức),TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-penhouse-my-phuc-dt-218m2-3pn-3wc-o-xe-ham-gia-17-7-ty-id22680075,,,,,"Bán nhanh Penhouse Mỹ Phúc, DT 218m2, 3PN, 3WC, ô xe hầm, giá 17.7 tỷ - Mogi.vn",,17700,81.1927,218,,,3,3,,,,,,,"Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/chu-nha-can-ban-nhanh-can-ho-celesta-rise-can-goc-2-pn-pmh-id22722800,,,,,"Chủ nhà cần bán nhanh căn hộ CELESTA RISE , CĂN GÓC - 2 PN - PMH - Mogi.vn",,6900,81.1765,85,,,2,2,,,,,,,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,Không xác định,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-hung-phuc-premier-phu-my-hung-quan-7-ban-gia-tot-5-6-ty-id22661127,,,,,"Bán căn hộ Hưng Phúc Premier Phú Mỹ Hưng, Quận 7. Bán giá tốt: 5,6 tỷ. - Mogi.vn",,5600,81.1594,69,,,2,2,,,,,,,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",,Phường Phú Mỹ,Quận 7,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/nhanh-tay-so-huu-can-ho-cc-hung-phuc-premier-voi-thiet-ke-hien-dai-id22662045,,,,,Nhanh tay sở hữu căn hộ CC Hưng Phúc Premier với thiết kế hiện đại - Mogi.vn,,5600,81.1594,69,,,2,2,,,,,,,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",,Phường Phú Mỹ,Quận 7,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-10/mua-can-ho-chung-cu/ban-can-kingdom-101-1pn-full-noi-that-tin-dung-25-4-2022-id21604857,,,,,"Bán căn Kingdom 101-1PN full nội thất, tin đúng 25/4/2022. - Mogi.vn",,4300,81.1321,53,,,2,2,,,,,,,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",,Phường 14,Quận 10,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-can-midtown-2pn-90m2-noi-that-cuc-dep-gia-cuc-tot-id21466754,,,,,"Bán nhanh căn Midtown 2PN, 90m2, nội thất cực đẹp, giá cực tốt - Mogi.vn",,7300,81.1111,90,,,2,2,,,,,,,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Không xác định,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/can-ban-2pn-essensia-sky-noi-that-co-ban-view-dep-gia-6-ty-id22725975,,,,,"Cần bán 2PN Essensia Sky nội thất cơ bản, view đẹp giá 6 tỷ - Mogi.vn",,6000,81.0811,74,,,2,2,,,,,,,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-chcc-happy-valley-dt-100m2-tk-3pn-2wc-ntdd-ban-8-1-ty-id22672552,,,,,"Bán nhanh CHCC Happy Valley, DT 100m2, TK 3PN, 2WC, NTDD, bán 8,1 tỷ - Mogi.vn",,8100,81,100,,,3,2,,,,,,,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-2-phong-ngu-scenic-valley-2-co-o-xe-tang-trung-gia-tot-id22705640,,,,,Bán căn hộ 2 phòng ngủ Scenic Valley 2 có ô xe tầng trung giá tốt - Mogi.vn,,6800,80.9524,84,,,2,2,,,,,,,"Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
